tweet,source,human_sentiment,has_human_label,date,stock,known_pumper,price_region,inflection_point,tweet_volume,hour,dayofweek,is_weekend,is_market_hours,fb_polarity,fb_label
ACTG was a top pick for earnings  starting to breakout. ook for 27.50 soon.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6774,positive
AAP aw of Attraction & Newton Sem to Win Again,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.8678,positive
eality will hit NKD. eiterated as Sell and worth just over 80 per share. PT based on discounted cash flow analysis,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"QCOM looking good here for a long, yesterday's close as stop",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.805,positive
AAP I agree 450 pin Afternoon !,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
GOOG lookin good,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"GOOG with need a bit more time to break 775, we might get it by EOD though.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"DNDN waking up, almost GO TIME here!",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
NFX as I said before...it feel like another distribution day.....,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
guess what happens to those chasing SYNM...,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
COST Confirming beautifully here.  52 week high magnet.  Others I like today:  IMM MNX WCG WT,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AJ starting to really move; moving stop up again,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP To much peaks on either side (up or Down) #Broken Good 4 Trade but not for investment IMHO,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.8325,positive
"AAP Almost every long will want to goo out for the Week-End, Nobody wnat to be caught 350-400 for months...",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
VSN pulling out of the station,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.6631,negative
user: AAP 450 pin??  Yep !! 450.00 Pin,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
AAP emember last Friday in the last 5 minutes APP Collapsing !,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
long some MENT I like the Cup and Handle pattern. Earnings aren't till late Feb.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"Big Block Trade Alert: IG, 2/1/13, 11:26 AM, 504260 shares SOD  6.50",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
user: AMPE bouncing after 8-day sell off.  Estimates of how high?,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP Will Pin  450 or bellow..,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
CA like the volume in this up move; entry 22.64 stop 21.55,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Scaling into VT Mar 25s calls right now. ight for now. ooks Good. Watch for volume next week.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5634,positive
SWHC Swing Trade Quick Pick: Smith & Wesson |,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AAP Closed my short for 1K Will short ater again till gap will be Filled -HAve a Nice Week-End to all G ! :-),stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
SCM Scaling my short,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
FIO this action in this super strong tape = Not bullish...,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.4321,positive
3 calls for 2day. SPY and GOOG makes new highs and GS goes above 149+. All came to fruition. Market has been kind 2 me.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6678,positive
"user: NBS strong financials, more contracts for Progenitor in pipeline, approval for AM-001 expected, this is the sacred cow of 2013",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9473,positive
"BIG With a strong SI & an improving OBV, I have a feeling that it will break higher shortly.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9522,positive
"PEIX strong volume w indicators moving up.Once 0.398 breaks, resist to watch 0.418 followed by 0.43",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.932,positive
"TQNT had a great day on Friday. TQNT not only had momentum, it had also strong volume. ong setup.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8166,positive
Currently long: ANA FB HES BBY WCX VSN,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
C its about eckitt Benckiser (no ticker here?): met equal dist.tgt bearish weekly candle. down.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.9305,negative
"AAP is having a hard time at the moment with the 8dsma line, will continue to watch this one.",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"#13for2013 INVN still the leading gainer - shed 5% this week, profit taking in overbought market",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.9694,negative
California Water Service Group CWT aises Annual Dividend for 46th Consecutive Year | P/E 18.17 | Yield: 3.18,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
First ever  purchase..splurged on a new mat for Bikram (I hear frond green is hot w/ the ladies -->  via user,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7159,positive
Great analysis of PNA,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
COH Monthly h+s getting closer to snapping neckline,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.4989,positive
"user: QCOM, Friday's lows provided a nice back-test of B/O level",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.923,positive
AAP has come so far that the gap fill at 425 fits the Eiffel tower analogy. Need 2 search Eiffel on my site if  don't know what it is?,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"CEG daily rejected at Fibextension of the bat, with short ter h+s. Wait to setup user",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
user: Commented on: Zynga: eady For eal-Money Games And Improving On The Cost Side  ZNGA // #TENDEVESA,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
System Flags Buys: AT BAC BDN GFI IPG JCI M S TS VVS,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
WMT breaking out of channel + All MAs are lining up in upward direction.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8323,positive
"GTXI long 5.16, will take early assuming no gap, SPY green & detect above avg vol",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"If you have OII, short. They have over 1B in liabilities, not cash.",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"AMZN SI and MACD, suggesting further downside to near-term support in the region of 260 ( 50ema )",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.9308,negative
ATI is in Breakout mode for Monday. It cleared its 200EMA on high volume + Bullish MACD cross. ong,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8917,positive
"A GOOD TIME TO STEP BACK AND CONSIDE THE BIG PICTE, ES,YM,TF,SPY,S,C,EC,JY,",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
Anyone follow CST? earnings Feb 7th AMC looks interesting here off 50day under 50/share may get a bid into the report on #WATCHIST,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
GAE long 1.82 1.83 1.84 target 2.00+,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
SEV nicely green on red market,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
JNP from watch list near first line,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.5197,negative
FFIV looking like it wants to breakout today,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6519,positive
Good eye... user: FDX broke resistance. ooks to continue its bullish trend,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.931,positive
PEIX long .45,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
PEIX long more going to .50+,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
GAE buying more 1.83,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
SCM Going to tank real soon IMO,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"GME GameStop's Tony Bartel Announces Shift Toward Mobile (Audio). ong after beating 25,24. Stoploss 25,11.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
M Patent Could pset  AAP. ong in M after beating 7.97. Stoploss 7.86,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
user: M Patent Could pset  AAP. ong in M after beating 7.97. Stoploss 7.86,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
bot SYNM .52 bot PEIX .435,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"NFX asym tri formed up here, waiting for resolution to make a trade",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"NN average TP is 1,5 Could easily come back to 0,8. HODING ONG",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CEE that was short at 43.83 target 43 lower,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
NVAX interesting on that level. Now just over an P trend line from June. Could be a good entry point with a close stop loss,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6843,positive
ZCS bounced on 50 day,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.6211,negative
ZCS feel bad for those stop-losses that got taken out,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.9103,negative
AAP No kidding Terranova!,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
Marijuana stocks smoking MJNS CBIS HEMP the new trend. Next hot sector Biofuels PEIX SYNM BIOF money in focus,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"GOOG just like we said 7hours ago, it is national GOOG puts week. Easy +50% option scalps. NFX puts here we go..weeee!",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"Despite market spook by media and the WSJ, going AAP calls this week.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.4555,negative
"PCN working off some overbought conditions but rising shakeout today despite market overall,",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8585,positive
CEE shorting more 43.76 avg me to short at 43.73,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.5039,negative
ANTH ZCS p 4 times average volume today. ots of people have taken interest here.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
added to ebay in trading account,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
COH head and shoulders update.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"3 tech stocks with staying power - IBM, Intel INTC & Qualcomm QCOM. And QCOM lets you keep AAP exposure to boot!",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
NFX nibbled a few earlier and holding over night. Sharing a few thoughts POSTED VIDEO,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"NFX new HoD, nice",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
holding ANA BBY FB GAE HES VSN WCX,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
After Hours Most Advanced: CC EDMC BKS HAYN PIM EZPW MC DGIT PAB JNY MM GFF THO CACI PMI IF STZ CODE NB,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CI - getting long building position here for move thru 7.00 - stock like a rock today - target 7.00++,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5245,positive
CI - you don't see a spike like that one huge green bar without some sort of continuation - somebody knows someting,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Market Wrap Video + Additions to Watch ist  including: CAH CMI HA KAC NFX,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AMZN Has Post-Earnings eversal,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.871,positive
YM fails to break above. Downtrend continuous.,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.9494,negative
K is closing lower slowly with greater-than-average volume. Be Aware,stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.8611,negative
HA  Over 41.25,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"PCN, Short interest very low <5%, BEAISH POINT AND FIGE TIANGE, GAP lower confirms, 625inplay",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.7901,negative
and HA -,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
DK Over 34.75 for a continuation,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8111,positive
"SPY, ES, We trade what we see,,,turn of CNBC noise or nonsense,,trust ur technicals...",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
user edon PEIX has a history of management dropping the ball on runs in the stock price. Hopefully they stay silent this time around,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.7409,negative
"WAG should be a good stock winner, because it is turning into a horrible company for its employees!",stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,-0.9555,negative
my weekly blog post is a collection of yhoo notes newsgrade.blogspot dot com,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
GS  out weekly C1501.04,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Way to go! DDD. Seems to have found support from MA(50). p trend continues guys.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9456,positive
BAC 11.75 to 11.80 today IMHO,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
AJ stopped out +6% for a nice gain,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4467,positive
"AMWD still working well, play of the week so far",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9091,positive
"DEXO has this inverse h+s, bounced off fib, -longer term W bottom..",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.4314,negative
TES moving stop up again; been a huge winner,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8761,positive
ong EN with stop arnd 39.40- entry 40.10,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
NFX BOOM,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
NFX OI loading up in OTM Calls,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.636,positive
"PNA trying to break the DT line again and already at average daily volume, earnings tonight",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5124,positive
"G SWHC both breaking up out of similar bull flag patterns, volume light though, so keep that in mind",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
SWHC breaking out of this bull flag,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"G same story, moving in tandem here",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
GME new HoD,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
Watchlist for bounces MHP 47.45 COH 49.15 AMZN 265 4TA 98 A OOK IKE GD ONGS FOM HEE,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
QCOM is really getting interesting. Might see new highs really soon.,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.8723,positive
"PI making an effort, watch TIP too here",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
"ed Monthly Triangle on CSN,......pdating",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CEN price action looking good going into earnings tonight,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9059,positive
MCP take-over chatter... (I know don't laugh...),stock_data.csv,-1,1.0,1969-12-31 23:59:59.999999999+00:00,UNKNOWN,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,neutral
"ZNGA If you are bearish here, you don't know poker.  This is incredible.",stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
CSC moving stop up again,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
GOOG this market leader continues to hold up well,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9395,positive
CW long here 3.22,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,neutral
BAC Very Strong   Making  since 1 week on both sides. But Today Bull !,stock_data.csv,1,1.0,1970-01-01 00:00:00.000000001+00:00,UNKNOWN,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.9189,positive
